"sample_ID","Project","site_no","collect_date","Hour","DepthOfTow_m","InitialSampleVolume_mL","Zooplankton_No.","INT","Volume_L","Volume_unadj","proportional_vol","ZoopDensity_No.pL","OverallMeanSize_mm","OverallSESize_mm","OverallCount_n","TotalBiomass_ug","BiomassConcentration_ugpL","DaphniidaeMeanSize_mm","DaphniidaeSESize_mm","DaphniidaeCount_n","Daphniidae_PercentOfTotal","Daphniidae_totalbiomass_ug","Daphniidae_density_NopL","Daphniidae_BiomassConcentration_ugpL","Daphniidae_PercentOftotalbiomassConcentration","CopepodaMeanSize_mm","CopepodaSESize_mm","CopepodaCount_n","Copepoda_PercentOfTotal","Copepoda_totalbiomass_ug","Copepoda_density_NopL","Copepoda_BiomassConcentration_ugpL","Copepoda_PercentOftotalbiomassConcentration","CalanoidaMeanSize_mm","CalanoidaSESize_mm","CalanoidaCount_n","Calanoida_PercentOfTotal","Calanoida_totalbiomass_ug","Calanoida_density_NopL","Calanoida_BiomassConcentration_ugpL","Calanoida_PercentOftotalbiomassConcentration","CladoceraMeanSize_mm","CladoceraSESize_mm","CladoceraCount_n","Cladocera_PercentOfTotal","Cladocera_totalbiomass_ug","Cladocera_density_NopL","Cladocera_BiomassConcentration_ugpL","Cladocera_PercentOftotalbiomassConcentration","CyclopoidaMeanSize_mm","CyclopoidaSESize_mm","CyclopoidaCount_n","Cyclopoida_PercentOfTotal","Cyclopoida_totalbiomass_ug","Cyclopoida_density_NopL","Cyclopoida_BiomassConcentration_ugpL","Cyclopoida_PercentOftotalbiomassConcentration","RotiferaMeanSize_mm","RotiferaSESize_mm","RotiferaCount_n","Rotifera_PercentOfTotal","Rotifera_totalbiomass_ug","Rotifera_density_NopL","Rotifera_BiomassConcentration_ugpL","Rotifera_PercentOftotalbiomassConcentration","KeratellaMeanSize_mm","KeratellaSESize_mm","KeratellaCount_n","Keratella_PercentOfTotal","Keratella_totalbiomass_ug","Keratella_density_NopL","Keratella_BiomassConcentration_ugpL","Keratella_PercentOftotalbiomassConcentration","KellicottiaMeanSize_mm","KellicottiaSESize_mm","KellicottiaCount_n","Kellicottia_PercentOfTotal","Kellicottia_totalbiomass_ug","Kellicottia_density_NopL","Kellicottia_BiomassConcentration_ugpL","Kellicottia_PercentOftotalbiomassConcentration","CrustaceaMeanSize_mm","CrustaceaSESize_mm","CrustaceaCount_n","Crustacea_PercentOfTotal","Crustacea_totalbiomass_ug","Crustacea_density_NopL","Crustacea_BiomassConcentration_ugpL","Crustacea_PercentOftotalbiomassConcentration","BosminidaeMeanSize_mm","BosminidaeSESize_mm","BosminidaeCount_n","Bosminidae_PercentOfTotal","Bosminidae_totalbiomass_ug","Bosminidae_density_NopL","Bosminidae_BiomassConcentration_ugpL","Bosminidae_PercentOftotalbiomassConcentration","naupliusMeanSize_mm","naupliusSESize_mm","naupliusCount_n","nauplius_PercentOfTotal","nauplius_totalbiomass_ug","nauplius_density_NopL","nauplius_BiomassConcentration_ugpL","nauplius_PercentOftotalbiomassConcentration","CeriodaphniaMeanSize_mm","CeriodaphniaSESize_mm","CeriodaphniaCount_n","Ceriodaphnia_PercentOfTotal","Ceriodaphnia_totalbiomass_ug","Ceriodaphnia_density_NopL","Ceriodaphnia_BiomassConcentration_ugpL","Ceriodaphnia_PercentOftotalbiomassConcentration","DaphniaMeanSize_mm","DaphniaSESize_mm","DaphniaCount_n","Daphnia_PercentOfTotal","Daphnia_totalbiomass_ug","Daphnia_density_NopL","Daphnia_BiomassConcentration_ugpL","Daphnia_PercentOftotalbiomassConcentration","BosminaMeanSize_mm","BosminaSESize_mm","BosminaCount_n","Bosmina_PercentOfTotal","Bosmina_totalbiomass_ug","Bosmina_density_NopL","Bosmina_BiomassConcentration_ugpL","Bosmina_PercentOftotalbiomassConcentration","PloimaMeanSize_mm","PloimaSESize_mm","PloimaCount_n","Ploima_PercentOfTotal","Ploima_totalbiomass_ug","Ploima_density_NopL","Ploima_BiomassConcentration_ugpL","Ploima_PercentOftotalbiomassConcentration","GastropidaeMeanSize_mm","GastropidaeSESize_mm","GastropidaeCount_n","Gastropidae_PercentOfTotal","Gastropidae_totalbiomass_ug","Gastropidae_density_NopL","Gastropidae_BiomassConcentration_ugpL","Gastropidae_PercentOftotalbiomassConcentration","CollothecidaeMeanSize_mm","CollothecidaeSESize_mm","CollothecidaeCount_n","Collothecidae_PercentOfTotal","Collothecidae_totalbiomass_ug","Collothecidae_density_NopL","Collothecidae_BiomassConcentration_ugpL","Collothecidae_PercentOftotalbiomassConcentration","ConochilidaeMeanSize_mm","ConochilidaeSESize_mm","ConochilidaeCount_n","Conochilidae_PercentOfTotal","Conochilidae_totalbiomass_ug","Conochilidae_density_NopL","Conochilidae_BiomassConcentration_ugpL","Conochilidae_PercentOftotalbiomassConcentration","SynchaetidaeMeanSize_mm","SynchaetidaeSESize_mm","SynchaetidaeCount_n","Synchaetidae_PercentOfTotal","Synchaetidae_totalbiomass_ug","Synchaetidae_density_NopL","Synchaetidae_BiomassConcentration_ugpL","Synchaetidae_PercentOftotalbiomassConcentration","TrichocercidaeMeanSize_mm","TrichocercidaeSESize_mm","TrichocercidaeCount_n","Trichocercidae_PercentOfTotal","Trichocercidae_totalbiomass_ug","Trichocercidae_density_NopL","Trichocercidae_BiomassConcentration_ugpL","Trichocercidae_PercentOftotalbiomassConcentration"
"B_dam_10Jul19_sunset_h1_rep1","BVR2019","BVR_d",2019-07-10,"18:45",2,500,149,"HLW",4.9616796353227,145.931753980079,0.034,489.237509826126,0.130427850503833,0.104961901267602,149,28.3937165116039,93.230007790913,0.631578947368421,NA,1,0.671140939597315,2.69508561982227,3.28347322030957,8.84924145912785,0,0.328140076835977,0.244009226453124,13,8.7248322147651,21.4946718381342,42.6851518640244,70.577179359856,0,0.157894736842105,0.0148864585512957,2,1.34228187919463,1.68978295710944,6.56694644061914,5.54835708780437,0,0.631578947368421,NA,1,0.671140939597315,2.69508561982227,3.28347322030957,8.84924145912785,0,0.532022798056897,0.221715768377931,6,4.02684563758389,15.6801683904376,19.7008393218574,51.4854129999466,0,0.106801619433198,0.0150077986390472,135,90.6040268456376,2.51417609653796,443.268884741792,8.25522988412483,0,0.109536216779573,0.0102249727234397,101,67.7852348993289,1.6322799241872,331.630795251267,5.35954741911761,0,0.1,0.0128920512778062,6,4.02684563758389,0.018800408222773,19.7008393218574,0.061730636930363,0,0.349814281874009,0.24806704785115,14,9.39597315436242,24.1897574579565,45.968625084334,79.4264208189838,0,NA,NA,0,0,0,0,0,0,0.153383458646617,0.0302999123001652,7,4.69798657718121,5.81450344769656,22.984312542167,19.0917663599093,0,NA,NA,0,0,0,0,0,0,0.631578947368421,NA,1,0.671140939597315,2.69508561982227,3.28347322030957,8.84924145912785,0,NA,NA,0,0,0,0,0,0,0.108210526315789,0.0134084797461809,125,83.8926174496644,2.37162851727657,410.434152538696,7.78717872500012,0,0.0968421052631579,0.0147201241848442,10,6.71140939597315,0.149666132089226,32.8347322030957,0.491424736702288,0,NA,NA,0,0,0,0,0,0,0.0715789473684211,0.00880694764772712,10,6.71140939597315,0.0988598921125529,32.8347322030957,0.324603808314261,0,0.0964912280701754,0.0168640208290497,6,4.02684563758389,0.161492928998396,19.7008393218574,0.530257707635589,0,0.157894736842105,0,2,1.34228187919463,0.409389123778977,6.56694644061914,1.34421822461427,0
"B_dam_10Jul19_sunset_h2_rep1","BVR2019","BVR_d",2019-07-10,"19:45",2,300,106,"HLW",4.37795261940238,145.931753980079,0.03,394.454582866523,0.26771968937768,0.279729186167626,106,108.914720962367,405.301045521079,0.714412955465587,0.1476445189868,10,9.43396226415094,40.4044926694392,37.2126964968418,150.356012281671,0,0.53852495087484,0.337385245279101,18,16.9811320754717,66.3557706771118,66.9828536943153,246.92771550214,0,NA,NA,0,0,0,0,0,0,0.714412955465587,0.1476445189868,10,9.43396226415094,40.4044926694392,37.2126964968418,150.356012281671,0,0.767347048799977,0.209997030714782,11,10.377358490566,60.1226867566892,40.933966146526,223.732729485137,0,0.11458153580673,0.0120169717864715,78,73.5849056603774,2.15445761581648,290.259032675366,8.01731773726882,0,0.112865497076023,0.00556875149588114,54,50.9433962264151,0.938319871701414,200.948561082946,3.49174126025803,0,NA,NA,0,0,0,0,0,0,0.601342095371535,0.29377226496672,28,26.4150943396226,106.760263346551,104.195550191157,397.283727783811,0,NA,NA,0,0,0,0,0,0,0.178947368421053,0.046681174370702,7,6.60377358490566,6.23308392042254,26.0488875477893,23.1949860170029,0,0.410526315789474,NA,1,0.943396226415094,1.02583506325737,3.72126964968418,3.8174088864815,0,0.748178137651822,0.108156286430404,9,8.49056603773585,39.3786576061818,33.4914268471576,146.53860339519,0,NA,NA,0,0,0,0,0,0,0.11458153580673,0.0120169717864715,61,57.5471698113208,1.68489634057443,226.997448630735,6.26995361504356,0,0.101754385964912,0.0219122736785909,3,2.83018867924528,0.0554063274529815,11.1638089490525,0.206181884751243,0,NA,NA,0,0,0,0,0,0,NA,NA,17,16.0377358490566,0,63.2615840446311,0,0,NA,NA,0,0,0,0,0,0,0.147368421052632,0.0192183353510585,4,3.77358490566038,0.691170141420032,14.8850785987367,2.57203047003429,0
"B_dam_10Jul19_sunset_h3_rep1","BVR2019","BVR_d",2019-07-10,"20:45",2,300,168,"HLW",8.75590523880476,145.931753980079,0.06,312.586650573471,0.231681802159934,0.258362326352188,168,152.602300450409,283.937154569047,0.674227823078824,0.110828194998865,3,1.78571428571429,9.97345816644273,5.58190447452627,18.5569635885891,0,0.637996915365336,0.300055755054688,31,18.452380952381,137.532514209375,57.6796795701048,255.897785486052,0,NA,NA,0,0,0,0,0,0,0.674227823078824,0.110828194998865,3,1.78571428571429,9.97345816644273,5.58190447452627,18.5569635885891,0,0.807794836742205,0.104047519657173,23,13.6904761904762,131.823870701674,42.7946009713681,245.276084573016,0,0.113573407202216,0.0196292797863747,133,79.1666666666667,3.80138815181999,247.464431703998,7.07299517801839,0,0.112348178137652,0.00809303774327436,108,64.2857142857143,1.8644888804154,200.948561082946,3.46913294143173,0,NA,NA,0,0,0,0,0,0,0.641290634248381,0.287180041440781,34,20.2380952380952,147.404877224822,63.2615840446311,274.266647916076,0,NA,NA,0,0,0,0,0,0,0.171052631578947,0.0268369448083831,8,4.76190476190476,7.00358343047227,14.8850785987367,13.0311112294237,0,NA,NA,0,0,0,0,0,0,0.674227823078824,0.110828194998865,3,1.78571428571429,9.97345816644273,5.58190447452627,18.5569635885891,0,NA,NA,0,0,0,0,0,0,0.114366998577525,0.0192263609898123,117,69.6428571428571,3.38382731703857,217.694274506525,6.29606694733395,0,0.110526315789474,0.00744322927564787,2,1.19047619047619,0.0435002186907713,3.72126964968418,0.0809380217842958,0,NA,NA,0,0,0,0,0,0,0.0842105263157895,0.0105263157894737,16,9.52380952380952,0.2561866161248,29.7701571974734,0.476669739620254,0,0.0842105263157895,0.0148864585512957,2,1.19047619047619,0.0350091850123925,3.72126964968418,0.0651393088233972,0,0.210526315789474,0.0744322927564787,4,2.38095238095238,2.30470914127424,7.44253929936836,4.28822208938676,0
"B_dam_10Jul19_sunset_h4_rep1","BVR2019","BVR_d",2019-07-10,"21:45",2,300,174,"HLW",3.89151343946878,145.931753980079,0.0266666666666667,728.438533925678,0.582309374724394,0.323337639115506,174,620.68013142417,2598.4329021346,0.774039445969958,0.144185717946505,116,66.6666666666667,574.646579714438,485.625689283786,2405.71673593443,0,0.485727632691195,0.360721440799797,13,7.47126436781609,40.7370645974218,54.4235686266311,170.542802366561,0,0.510526315789474,0.34983177595545,2,1.14942528735632,2.51913981588603,8.3728567117894,10.5461983576886,0,0.769726038767858,0.15088730460242,117,67.2413793103448,575.181077183494,489.81211763968,2407.95437129504,0,0.75767302872566,0.292352393853199,6,3.44827586206897,34.104955088057,25.1185701353682,142.777951057157,0,0.116746411483254,0.0402797779678446,44,25.2873563218391,3.68778072605336,184.202847659367,15.4386298018717,0,0.112693498452012,0.00879909481723311,34,19.5402298850575,0.593607231374836,142.33856410042,2.48509414569176,0,0.115789473684211,NA,1,0.574712643678161,0.00465723866452836,4.1864283558947,0.0194971960053507,0,0.741106044357031,0.200048702034666,130,74.7126436781609,615.738514308215,544.235686266311,2577.74517611639,0,0.273684210526316,NA,1,0.574712643678161,0.572269711416321,4.1864283558947,2.39576614709296,0,0.168421052631579,0.0493727974718256,6,3.44827586206897,5.18717861067909,25.1185701353682,21.7157516228374,0,0.453981106612686,0.171670103840656,3,1.72413793103448,5.67580122460726,12.5592850676841,23.7613351891177,0,0.782612437202742,0.134080807311671,113,64.9425287356322,569.052794099212,473.066404216101,2382.29875321805,0,NA,NA,0,0,0,0,0,0,0.118684210526316,0.0414241468269012,40,22.9885057471264,3.27183904359236,167.457134235788,13.6973197480185,0,0.0912280701754386,0.0243094850185106,3,1.72413793103448,0.0413541332555766,12.5592850676841,0.173126116094594,0,0.126315789473684,NA,1,0.574712643678161,0.362781746610293,4.1864283558947,1.51875979101034,0,0.087719298245614,0.00607737125462763,3,1.72413793103448,0.0531599358507071,12.5592850676841,0.222550262842944,0,NA,NA,0,0,0,0,0,0,0.263157894736842,0.133978126961662,2,1.14942528735632,2.63222044029742,8.3728567117894,11.0196022902268,0
"B_dam_11Jul19_midnight_rep1","BVR2019","BVR_d",2019-07-11,"11:50",2,1000,115,"HLW",2.04304455572111,145.931753980079,0.014,917.027163672173,0.470802399972155,0.364716134578186,115,287.784346893653,2294.835333749,0.804357515476863,0.179126750024751,33,28.695652173913,187.394395422799,263.146925227667,1494.31087758809,0,0.429720936957779,0.330706831723324,24,20.8695652173913,61.8468363838495,191.379581983758,493.175903923291,0,0.896703296703297,NA,1,0.869565217391304,2.18537097864976,7.97414924932324,17.4264743488928,0,0.788749477095965,0.198486389859149,34,29.5652173913043,187.966665134215,271.12107447699,1498.87424167779,0,0.641917293233083,0.290458824454364,12,10.4347826086957,50.4362698051508,95.6897909918789,402.186343005408,0,0.143327549643339,0.191387589573491,57,49.5652173913044,37.9708453755883,454.526507211425,302.785188147916,0,0.195160979371506,0.291676346858305,12,10.4347826086957,17.0830569770919,95.6897909918789,136.222845970024,0,0.0842105263157895,NA,1,0.869565217391304,0.00179151479807552,7.97414924932324,0.0142858063822254,0,0.640185943245681,0.314253440050336,58,50.4347826086956,249.813501518065,462.500656460748,1992.05014560109,0,0.273684210526316,NA,1,0.869565217391304,0.572269711416321,7.97414924932324,4.56336408970089,0,0.155781061044219,0.0188093630804237,11,9.56521739130435,9.22519560004891,87.7156417425557,73.5630865689901,0,0.513880855986119,0.205711226684114,2,1.73913043478261,5.29251111164913,15.9482984986465,42.2032735079918,0,0.823097945121427,0.163789169297903,31,26.9565217391304,182.10188431115,247.198626729021,1452.1076040801,0,NA,NA,0,0,0,0,0,0,0.182539344312198,0.233591564032078,20,17.3913043478261,20.8071061158023,159.482984986465,165.918969613914,0,NA,NA,0,0,0,0,0,0,0.0842105263157895,NA,1,0.869565217391304,0.107490887884531,7.97414924932324,0.857148382933524,0,0.0747368421052632,0.00597522328628997,36,31.304347826087,0.397489546581135,287.069372975637,3.16964096948379,0,NA,NA,0,0,0,0,0,0,0.191578947368421,0.0785604553980854,6,5.21739130434783,3.20968351071585,47.8448954959395,25.59449535754,0
"B_dam_11Jul19_noon_rep1","BVR2019","BVR_d",2019-07-10,"11:31",2,200,106,"HLW",10.944881548506,145.931753980079,0.075,157.781833146609,0.116333938294011,0.0357874321178124,106,14.8257588097096,22.068258516844,NA,NA,1,0.943396226415094,0,1.48850785987367,0,0,0.132631578947368,0.0403737540032071,11,10.377358490566,7.71833074254319,16.3735864586104,11.4887959753801,0,0.136842105263158,NA,1,0.943396226415094,0.790486252392875,1.48850785987367,1.17664499980888,0,0.263157894736842,NA,2,1.88679245283019,1.02036872509902,2.97701571974734,1.51882686727917,0,0.221052631578947,NA,1,0.943396226415094,0.286299828668467,1.48850785987367,0.426159545253499,0,0.109742441209407,0.0264066788192515,93,87.7358490566038,5.25042124495538,138.431230968251,7.81529329076379,0,0.111695906432749,0.00528032974425843,47,44.3396226415094,0.79088457987073,69.9598694140626,1.17723791339047,0,0.112280701754386,0.0121547425092553,4,3.77358490566038,0.0173926228313165,5.95403143949469,0.0258890557882329,0,0.144497607655502,0.0549168919496104,13,12.2641509433962,8.89536661467103,19.3506021783577,13.2408231223957,0,0.263157894736842,NA,1,0.943396226415094,0.510184362549511,1.48850785987367,0.759413433639587,0,0.12280701754386,0.0273481706458244,10,9.43396226415094,7.47818275859382,14.8850785987367,11.1313338137387,0,NA,NA,0,0,0,0,0,0,NA,NA,1,0.943396226415094,0,1.48850785987367,0,0,NA,NA,0,0,0,0,0,0,0.120743034055728,0.0223274764193792,67,63.2075471698113,3.98723175218477,99.730026611536,5.9350258022649,0,0.1,0.0223296878269436,2,1.88679245283019,0.034393351800554,2.97701571974734,0.051194774482525,0,0.0894736842105263,0.00607737125462763,4,3.77358490566038,0.521078874471497,5.95403143949469,0.77563000026495,0,0.0771929824561404,0.00526315789473684,22,20.7547169811321,0.266416290032561,32.7471729172208,0.396562741711851,0,0.107894736842105,0.00526315789473684,4,3.77358490566038,0.141441026388686,5.95403143949469,0.210536079488159,0,0.160902255639098,0.0100125234864352,10,9.43396226415094,2.18800074979693,14.8850785987367,3.25685631348222,0
"B_mac_10Jul19_noon_rep1","BVR2019","BVR_l",2019-07-10,"11:37",2,200,151,"HLW",5.83727015920317,145.931753980079,0.04,421.433787826733,0.170600139819505,0.177292061067876,151,123.502750962897,344.690279108049,0.507042253521127,NA,1,0.662251655629139,1.51256476754123,2.79095223726314,4.2214960219746,0,0.203245170725108,0.197665788502715,23,15.2317880794702,26.470003575992,64.1919014570521,73.8765157007781,0,0.136842105263158,0.0446593756538872,2,1.32450331125828,1.57030314669761,5.58190447452627,4.38264108045703,0,0.507042253521127,NA,1,0.662251655629139,1.51256476754123,2.79095223726314,4.2214960219746,0,0.349800829267101,0.366277167793785,6,3.97350993377483,12.4388012916844,16.7457134235788,34.7161002938982,0,0.150465365291162,0.162592517476313,127,84.1059602649007,93.9498794726661,354.450934132418,262.209626304839,0,0.111955357878264,0.0146049914571114,36,23.841059602649,0.635967303563327,100.474280541473,1.77495436870627,0,NA,NA,0,0,0,0,0,0,0.215903382508275,0.203023445473994,24,15.8940397350993,27.9825683435333,66.9828536943152,78.0980117227527,0,NA,NA,0,0,0,0,0,0,0.151519644180875,0.0300297879205272,17,11.2582781456954,14.0312022843076,47.4461880334733,39.1604154068799,0,NA,NA,0,0,0,0,0,0,0.507042253521127,NA,1,0.662251655629139,1.51256476754123,2.79095223726314,4.2214960219746,0,NA,NA,0,0,0,0,0,0,0.111440573264146,0.0141325712249554,39,25.8278145695364,0.728109015183097,108.847137253262,2.03211748489672,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0.251929824561404,0.290285032929641,88,58.2781456953642,230.085291811246,245.603796879156,642.157059941937,0,0.105263157894737,0,2,1.32450331125828,0.0653156436798367,5.58190447452627,0.182292841856522,0,NA,NA,0,0,0,0,0,0
"B_mac_10Jul19_noon_rep2","BVR2019","BVR_l",2019-07-10,"11:43",2,200,119,"HLW",10.944881548506,145.931753980079,0.075,177.132435324967,0.176430205949657,0.139721127211565,119,122.626503846755,182.530514804725,0.694736842105263,NA,7,5.88235294117647,24.2400420436929,10.4195550191157,36.0814931057052,0,0.214736842105263,0.140080996293826,21,17.6470588235294,20.8500648009423,31.2586650573471,31.035485335078,0,0.214035087719298,0.0398519883915809,3,2.52100840336134,2.91604927274948,4.46552357962102,4.34056226226651,0,0.694736842105263,NA,28,23.5294117647059,96.9601681747717,41.6782200764628,144.325972422821,0,0.463157894736842,0.113045639954997,4,3.36134453781513,6.65650884230471,5.95403143949469,9.90826573108916,0,0.110526315789474,0.0255965793210244,69,57.9831932773109,2.06803834378189,102.707042331283,3.07829132923948,0,0.105817174515235,0.0236611152399586,62,52.1008403361345,0.973312605029121,92.2874873121677,1.44878346269996,0,0.108771929824561,0.00607737125462764,4,3.36134453781513,0.0155404577926812,5.95403143949469,0.0231320935704409,0,0.237593984962406,0.172084223036181,49,41.1764705882353,54.4134913499916,72.9368851338099,80.9949095576306,0,NA,NA,3,2.52100840336134,0,4.46552357962102,0,0,0.152631578947368,0.0415756161223821,17,14.2857142857143,14.0257392131476,25.3046336178524,20.8774230593086,0,NA,NA,0,0,0,0,0,0,0.694736842105263,NA,7,5.88235294117647,24.2400420436929,10.4195550191157,36.0814931057052,0,NA,NA,0,0,0,0,0,0,0.110526315789474,0.0255965793210244,69,57.9831932773109,2.06803834378189,102.707042331283,3.07829132923948,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0.157894736842105,0,3,2.52100840336134,0.614083685668465,4.46552357962102,0.914068392737704,0
"B_mac_10Jul19_sunset_h1_rep1","BVR2019","BVR_l",2019-07-10,"18:45",2,200,126,"HLW",7.29658769900397,145.931753980079,0.05,281.327985516124,0.177618470250439,0.218712638091493,126,33.4871862539697,74.7689099161312,0.805263157894737,NA,1,0.793650793650794,5.10580651006392,2.23276178981051,11.4000496818365,0,0.267502341987146,0.341671150053173,13,10.3174603174603,27.7124675332092,29.0259032675366,61.8753386095138,0,NA,NA,0,0,0,0,0,0,0.805263157894737,NA,1,0.793650793650794,5.10580651006392,2.23276178981051,11.4000496818365,0,0.618215962441315,0.57337094614501,3,2.38095238095238,17.1577385991125,6.69828536943152,38.3091431436552,0,0.115450498067821,0.0277250617746117,112,88.8888888888889,4.14595970545144,250.069320458777,9.256940412426,0,0.104896893733069,0.0179520160196355,69,54.7619047619048,1.03263982540302,154.060563496925,2.30563874479646,0,0.112676056338028,NA,2,1.58730158730159,0.0085831393838133,4.46552357962102,0.019164105652796,0,0.312315743312778,0.360867584837596,14,11.1111111111111,33.3139537496529,31.2586650573471,74.3821229997395,0,NA,NA,0,0,0,0,0,0,0.135984734316832,0.0189287547146785,9,7.14285714285714,7.07768143934182,20.0948561082946,15.8027766782134,0,NA,NA,0,0,0,0,0,0,0.805263157894737,NA,1,0.793650793650794,5.10580651006392,2.23276178981051,11.4000496818365,0,NA,NA,0,0,0,0,0,0,0.114793792715809,0.0280896303616994,78,61.9047619047619,2.92058360906508,174.15541960522,6.52096748626739,0,0.105263157894737,NA,1,0.793650793650794,0.013996209359965,2.23276178981051,0.0312502014611181,0,NA,NA,0,0,0,0,0,0,NA,NA,33,26.1904761904762,0,73.6811390637468,0,0,NA,NA,0,0,0,0,0,0,0.15356538692343,0.007370631635347,4,3.17460317460317,0.75669579094081,8.93104715924203,1.68952144852308,0
"B_mac_10Jul19_sunset_h1_rep2","BVR2019","BVR_l",2019-07-10,"18:51",2,200,129,"HLW",10.2152227786056,145.931753980079,0.07,205.73305063254,0.143539516624993,0.129195284126819,129,32.8583811445837,52.4035270676119,0.768421052631579,NA,2,1.55038759689922,9.02825664184091,3.1896596997293,14.3985331846467,0,0.409873365247717,0.30957947775724,9,6.97674418604651,21.1878224262397,14.3534686487818,33.7909716589986,0,NA,NA,0,0,0,0,0,0,0.478947368421053,0.409377610160633,3,2.32558139534884,6.98961892570143,4.78448954959395,11.1472529018875,0,0.528845135590873,0.319819156309908,6,4.65116279069767,18.5502971633715,9.56897909918789,29.5845676400045,0,0.114597815292949,0.0217586262202899,117,90.6976744186046,4.68093979264264,186.595092434164,7.46530250672572,0,0.113888888888889,0.00691643243406894,72,55.8139534883721,1.2897087038927,114.827749190255,2.05686593859832,0,0.112280701754386,0.00543576609994024,6,4.65116279069767,0.0256270593380959,9.56897909918789,0.040870799196648,0,0.422432274915596,0.306938609429422,12,9.30232558139535,28.1973473200443,19.1379581983758,44.9699711930076,0,0.189473684210526,NA,1,0.775193798449612,0.145617629547164,1.59482984986465,0.232235342268349,0,0.171929824561404,0.0160792129647573,3,2.32558139534884,2.63752526286811,4.78448954959395,4.20640401899416,0,NA,NA,0,0,0,0,0,0,0.768421052631579,NA,2,1.55038759689922,9.02825664184091,3.1896596997293,14.3985331846467,0,0.189473684210526,NA,1,0.775193798449612,0.145617629547164,1.59482984986465,0.232235342268349,0,0.117851329354314,0.0185856788695948,97,75.1937984496124,3.56530106429509,154.698495436871,5.68604856109201,0,0.113157894736842,0.0216091847566916,8,6.2015503875969,0.198060358652865,12.7586387989172,0.315872572054487,0,0.115789473684211,0.0297729171025915,2,1.55038759689922,0.614293628808864,3.1896596997293,0.979693815806051,0,0.0691729323308271,0.0056265524613142,18,13.953488372093,0.157517339054006,28.7069372975637,0.25121335419458,0,0.105263157894737,0,2,1.55038759689922,0.0443213296398892,3.1896596997293,0.0706849794953861,0,0.174436090225564,0.0159142936003885,7,5.42635658914729,1.97319492637411,11.1638089490525,3.1469101681829,0
